2024-10-22 23:39:36 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:11 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:11 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:15 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:15 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:15 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:15 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:18 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:18 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:18 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:18 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:23 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:23 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:23 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:23 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:24 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:24 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:24 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:24 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:32 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:32 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:32 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:32 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:35 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:35 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:35 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:35 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:38 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:38 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:38 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:38 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:45 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:45 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:45 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:45 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:48 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:48 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:48 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:48 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:48 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:48 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:48 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:48 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:47:50 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:47:50 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:47:50 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:47:50 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:03 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:03 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:03 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:03 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:03 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:03 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:03 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:03 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:05 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:05 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:05 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:05 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:15 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:15 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:15 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:15 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:21 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:21 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:30 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:30 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:30 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:21 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:21 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:30 [INFO]  比赛:
2024-10-22 23:48:32 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:32 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:32 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:32 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:41 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:41 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:41 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:41 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:45 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:45 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:45 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:45 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:48 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:48 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:48 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:48 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:48:53 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:48:53 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:48:53 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:48:53 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
2024-10-22 23:49:00 [INFO]  比赛:[Real Madrid -- Borussia Dortmund] 赔率: [0.5845156524618559], 持续时间[1.1524415016174316 秒]
2024-10-22 23:49:00 [INFO]  比赛:[SCC Mohammedia -- Maghreb AS de Fes] 赔率: [0.7827886932030269], 持续时间[1.1435561180114746 秒]
2024-10-22 23:49:00 [INFO]  比赛:[Girona FC -- Slovan Bratislava] 赔率: [0.9903111437129409], 持续时间[3.5268173217773438 秒]
2024-10-22 23:49:00 [INFO]  比赛:[Hassania Union Sport Agadir -- Union Touarga] 赔率: [0.6072315426079582], 持续时间[1.5582139492034912 秒]
